Prompt,Reference Caption,Assessment Point,Category,Subcategory,id
A pineapple-like bunch of balloons.,"Balloons arranged to form the shape of a pineapple, with green balloon leaves at the top and yellow body.","Replicating the distinct structure of a pineapple (leaves, body) using balloons while ensuring stability and balloon functionality.",Concept mixing,Literal Mixing,83
A scatter plot-like butterfly.,"A butterfly with wings covered in randomly dispersed dots of multiple colors and sizes, similar to a scatter plot's data points.","Combining the abstract, data-based concept of a scatter plot (random dot distribution) with the organic, symmetrical nature of a butterfly.",Concept mixing,Literal Mixing,84
A line graph-like river.,A river that curves and bends in a pattern matching the rise and fall of a line graph.,"Representing the smooth flow of a river with the jagged, quantifiable shape of a line graph while maintaining the natural fluidity of water.",Concept mixing,Literal Mixing,85
A pie chart-like quilt.,"A quilt made of fabric segments arranged in a circular pie chart pattern, each segment a distinct color or pattern.","Adapting the structured, segmented design of a pie chart to a quilt’s soft, fabric-based medium while preserving both aesthetics and comfort.",Concept mixing,Literal Mixing,86
A cactus-shaped teapot,"A teapot with a cylindrical segmented body, spiky texture, and green coloration resembling a cactus.","Combining the organic, spiky form of a cactus with the functional design of a teapot while maintaining usability.",Concept mixing,Literal Mixing,87
A bar chart-structured bookshelf,"A bookshelf with vertical shelves of varying heights proportional to data values, resembling bar chart columns.",Incorporating the concept of a bar chart’s varying heights into a practical bookshelf design without compromising storage capacity.,Concept mixing,Literal Mixing,88
A flamingo-shaped desk lamp,"A pink lamp with a slender curved neck, single standing leg base, and feather-textured shade.","Blending the slender elegance of a flamingo with the practical function of a desk lamp, ensuring balance and stability.",Concept mixing,Literal Mixing,89
Umbrella-wheeled bicycle,A bicycle where both wheels are replaced by circular open umbrellas maintaining functional rotation.,Integrating umbrella structures as bicycle wheels while ensuring they can function in a manner that supports the bike’s movement.,Concept mixing,Literal Mixing,90
Watermelon-sliced pie chart,A circular chart divided into triangular green-and-red watermelon segments with black seed markers as data labels.,"Merging the aesthetic of a watermelon slice with the informative purpose of a pie chart, keeping the chart’s clarity and structure intact.",Concept mixing,Literal Mixing,91
A honeycomb-patterned apartment building,A multi-story building with hexagonal window arrangements and golden-yellow textured walls resembling bee cells.,Integrating biological honeycomb geometry (hexagonal cells) into urban architecture while maintaining structural stability and residential practicality.,Concept mixing,Literal Mixing,92
Hot air balloon-shaped birdhouse,A woven bird nest suspended from a colorful balloon-like structure with basket entrance holes.,"Balancing aeronautical design elements (rounded balloon shape, vibrant colors) with avian habitat requirements (nesting space, functional entry points).",Concept mixing,Literal Mixing,93
Scatter plot made of floating buoys,"Buoys distributed across water surface at coordinates matching data points, with grid lines below the surface.","Translating abstract data visualization (coordinate mapping, density clusters) into physical buoy arrangements while preserving plot readability through submerged gridlines.",Concept mixing,Literal Mixing,94
DNA helix-patterned zipper,A zipper with alternating nucleotide-pair teeth forming double helical twists along its length.,Reconciling molecular biology structure (twisted nucleotide pairs) with mechanical zipper functionality to ensure smooth operation and visual recognition of both elements.,Concept mixing,Literal Mixing,95
Train track-shaped line graph,"Parallel railway tracks ascending/descending hills with slope gradients matching data trends, stations as plot points.","Mapping quantitative data trends (slope angles, data points) onto railway engineering features (track gradients, stations) while maintaining both graphical accuracy and locomotive plausibility.",Concept mixing,Literal Mixing,96
A dumpling-like sofa,"A sofa designed to resemble a dumpling, with a rounded, plush seating area that mimics the soft, pillowy texture of a dumpling. The fabric could have pleats or folds, similar to the crimped edges of a dumpling. The cushions could be soft and round, with a cozy, inviting design, and the overall shape could be compact like a dumpling.","The challenge is balancing the round, soft aesthetic of a dumpling with the practical design requirements of a sofa, ensuring it remains comfortable and functional while incorporating dumpling-inspired details.",Concept mixing,Literal Mixing,97
A sponge-like starfish,"A starfish that has the texture and flexibility of a sponge, possibly with some features of a sea sponge such as porousness or soft texture.","The difficulty lies in blending the biological traits of a starfish with the unique properties of a sponge, such as its structure, texture, and functionality. The result should balance the physical characteristics of both marine creatures while maintaining believability.",Concept Mixing,Literal Mixing,98
A clown-like badger,"A whimsical creature that blends the mischievous, colorful features of a clown with the grounded, earthy nature of a badger. Imagine a badger with a vibrant, painted face, exaggerated features like a bulbous nose and brightly colored hair or fur, all while maintaining the badger’s fierce and determined demeanor. It straddles the line between comedic absurdity and raw, wild energy.","The challenge lies in balancing the contrast between the playful, theatrical elements of a clown and the fierce, independent nature of a badger. The creature must evoke both humor and strength, while maintaining a sense of the natural world within the exaggerated traits of the clown.",Concept Mixing,Literal Mixing,99
A cube-like succulent plant,"A surreal plant that defies the typical organic forms of nature by growing in the shape of a perfect cube. The plant's fleshy leaves and stems maintain the distinctive textures and colors of succulents—plump, thick, and often vibrant—but they grow in geometric, sharp-edged formations. The result is a hybrid of nature and geometry, where the plant’s inherent beauty is framed by rigid, unnatural lines.","The challenge lies in reconciling the softness and natural irregularity of succulents with the rigid, geometric form of a cube. The plant must remain recognizable as a succulent, but the cube-like structure must integrate seamlessly, creating an intriguing tension between the organic and the artificial.",Concept Mixing,Literal Mixing,100
