Prompt,Reference Caption,Category,Subcategory,id,Assessment Point
"Show all groups of 3 school supplies selected from 4 items (pencil case, ruler, eraser, notebook), ignoring order.","The valid combinations are: (pencil case, ruler, eraser), (pencil case, ruler, notebook), (pencil case, eraser, notebook), and (ruler, eraser, notebook).",Symbolic Mathematical,Combinatorial,60,All 4 unique combinations are displayed. No duplicate groups appear in different orders. Each group contains exactly 3 distinct items. Each item appears in multiple combinations. There is no repetition or missing combinations.
"Arrange four puzzle pieces (corner, edge, center, border) in a line with ""corner"" always at the beginning.","The six valid permutations, all starting with ""corner"", are: corner - edge - center - border, corner - edge - border - center, corner - center - edge - border, corner - center - border - edge, corner - border - edge - center, and corner - border - center - edge.",Symbolic Mathematical,Combinatorial,61,"The corner piece always appears first. All permutations of the remaining 3 pieces are shown, totaling 6. Each sequence is unique. Objects appear left-to-right in every permutation. There are no missing or repeated arrangements."
"Depict all ways to stack two emergency items (fire extinguisher, first aid kit) vertically.","The two stacking orders are: fire extinguisher on top with first aid kit below, and first aid kit on top with fire extinguisher below.",Symbolic Mathematical,Combinatorial,62,Both vertical stacking orders are shown. Top and bottom positions are clearly identified. No other arrangements like diagonal or side-by-side are included. Each item appears once per stack. Distinct object roles are clearly labeled.
"Arrange 4 sewing tools (needle, thread, scissors, thimble) in a row with ""needle"" always first. Show all valid permutations.","The valid permutations starting with ""needle"" are: needle - thread - scissors - thimble, needle - thread - thimble - scissors, needle - scissors - thread - thimble, needle - scissors - thimble - thread, needle - thimble - thread - scissors, and needle - thimble - scissors - thread.",Symbolic Mathematical,Combinatorial,63,Needle always appears first. All 6 permutations of the other 3 tools are included. There are no duplicate sequences. Each object appears in every valid position after the first. All tools are named clearly and uniquely.
"Depict all unique circular arrangements of 4 camping items (tent, lantern, backpack, stove) placed around a campfire.","The six distinct circular arrangements with tent fixed are: tent, lantern, backpack, stove; tent, lantern, stove, backpack; tent, backpack, lantern, stove; tent, backpack, stove, lantern; tent, stove, lantern, backpack; and tent, stove, backpack, lantern.",Symbolic Mathematical,Combinatorial,64,Exactly 6 unique circular arrangements are listed. Rotational duplicates are excluded. Tent is fixed in the first position to standardize the reference point. All permutations of the remaining 3 items are covered. Items are clearly named and appear once per arrangement.
Generate all 3-digit binary numbers (using 0 and 1). Show all 8 permutations.,"The eight binary sequences are: 000, 001, 010, 011, 100, 101, 110, and 111, arranged in a grid.",Symbolic Mathematical,Combinatorial,65,All 8 binary permutations are included. Each sequence is distinct. All three digits are displayed per combination. Binary values are limited to 0 and 1. There is no duplication or omission in the binary list.
Display all unique ways to arrange 2 wooden blocks and 2 star-shaped signs in a row.,"The six unique arrangements are: wooden block - wooden block - star-shaped sign - star-shaped sign, wooden block - star-shaped sign - wooden block - star-shaped sign, wooden block - star-shaped sign - star-shaped sign - wooden block, star-shaped sign - wooden block - wooden block - star-shaped sign, star-shaped sign - wooden block - star-shaped sign - wooden block, and star-shaped sign - star-shaped sign - wooden block - wooden block.",Symbolic Mathematical,Combinatorial,66,"The prompt requires listing all unique permutations of two identical wooden blocks and two identical star-shaped signs. The Reference Caption provides all 6 correct permutations (based on 4! / (2! × 2!)) of these items in a row, which is the complete solution to the combinatorial task."
"Show all possible pairs combining a musical instrument (cello, saxophone) with a material (ivory, brass).","The four possible combinations are: Ivory Cello, Brass Cello, Ivory Saxophone, and Brass Saxophone.",Symbolic Mathematical,Combinatorial,67,"The task involves forming all pairwise combinations of two instruments and two materials. Since there are 2 instruments × 2 materials = 4 combinations, the Reference Caption correctly enumerates all valid pairs, matching the expected Cartesian product."
"Depict all permutations of three construction signs (caution, stop, yield) placed vertically on poles. Show the 6 possible orderings.","The six possible vertical arrangements are: Caution → Stop → Yield, Caution → Yield → Stop, Stop → Caution → Yield, Stop → Yield → Caution, Yield → Caution → Stop, and Yield → Stop → Caution.",Symbolic Mathematical,Combinatorial,68,All 6 permutations explicitly shown with no duplicates. Vertical stacking order matches exact sequences. Two-row grid layout with 3 permutations per row for clarity. Color fidelity and clear spatial separation between sets. Distinct sign types maintained across permutations. Explicit positional labeling (top/middle/bottom) implied through vertical alignment.
"Visualize all 24 permutations of four sports equipment items (basketball, football, tennis racket, baseball bat) standing in a queue.","The 24 permutations are: Basketball, Football, Tennis Racket, Baseball Bat; Basketball, Football, Baseball Bat, Tennis Racket; Basketball, Tennis Racket, Football, Baseball Bat; Basketball, Tennis Racket, Baseball Bat, Football; Basketball, Baseball Bat, Football, Tennis Racket; Basketball, Baseball Bat, Tennis Racket, Football; Football, Basketball, Tennis Racket, Baseball Bat; Football, Basketball, Baseball Bat, Tennis Racket; Football, Tennis Racket, Basketball, Baseball Bat; Football, Tennis Racket, Baseball Bat, Basketball; Football, Baseball Bat, Basketball, Tennis Racket; Football, Baseball Bat, Tennis Racket, Basketball; Tennis Racket, Basketball, Football, Baseball Bat; Tennis Racket, Basketball, Baseball Bat, Football; Tennis Racket, Football, Basketball, Baseball Bat; Tennis Racket, Football, Baseball Bat, Basketball; Tennis Racket, Baseball Bat, Basketball, Football; Tennis Racket, Baseball Bat, Football, Basketball; Baseball Bat, Basketball, Football, Tennis Racket; Baseball Bat, Basketball, Tennis Racket, Football; Baseball Bat, Football, Basketball, Tennis Racket; Baseball Bat, Football, Tennis Racket, Basketball; Baseball Bat, Tennis Racket, Basketball, Football; and Baseball Bat, Tennis Racket, Football, Basketball.",Symbolic Mathematical,Combinatorial,69,All 24 permutations are represented without omission. A 4×6 grid structure is implied with consistent row/column alignment. Left-to-right queue order is preserved in every permutation. Equipment sequences are accurate. Distinct appearance is maintained for all items across permutations. No positional duplicates exist across the grid.
"Generate all 24 permutations of four gemstones (diamond, ruby, emerald, sapphire) placed clockwise in a circular necklace.","There are 24 unique clockwise sequences of the four gemstones arranged around a circular necklace. These include: Diamond → Ruby → Emerald → Sapphire, Diamond → Ruby → Sapphire → Emerald, Diamond → Emerald → Ruby → Sapphire, Diamond → Emerald → Sapphire → Ruby, Diamond → Sapphire → Ruby → Emerald, Diamond → Sapphire → Emerald → Ruby, Ruby → Diamond → Emerald → Sapphire, Ruby → Diamond → Sapphire → Emerald, Ruby → Emerald → Diamond → Sapphire, Ruby → Emerald → Sapphire → Diamond, Ruby → Sapphire → Diamond → Emerald, Ruby → Sapphire → Emerald → Diamond, Emerald → Diamond → Ruby → Sapphire, Emerald → Diamond → Sapphire → Ruby, Emerald → Ruby → Diamond → Sapphire, Emerald → Ruby → Sapphire → Diamond, Emerald → Sapphire → Diamond → Ruby, Emerald → Sapphire → Ruby → Diamond, Sapphire → Diamond → Ruby → Emerald, Sapphire → Diamond → Emerald → Ruby, Sapphire → Ruby → Diamond → Emerald, Sapphire → Ruby → Emerald → Diamond, Sapphire → Emerald → Diamond → Ruby, and Sapphire → Emerald → Ruby → Diamond.",Symbolic Mathematical,Combinatorial,70,"Exactly 24 unique clockwise sequences are generated, excluding rotational equivalents. Circular diagrams are arranged in a systematic grid layout. Each permutation starts with a distinct gemstone, avoiding repeated circular rotations. The gemstones are visually distinguishable by their typical color associations (ruby as red, emerald as green, etc.). All sequences maintain consistent clockwise ordering, and diagrams are clearly separated for visual clarity."
"Illustrate all 6 permutations of three plant-related tools (Trowel, Watering Can, Pruning Shears) ordered left-to-right on a shelf.","The six possible left-to-right arrangements of the tools are: Trowel | Watering Can | Pruning Shears, Trowel | Pruning Shears | Watering Can, Watering Can | Trowel | Pruning Shears, Watering Can | Pruning Shears | Trowel, Pruning Shears | Trowel | Watering Can, and Pruning Shears | Watering Can | Trowel.",Symbolic Mathematical,Combinatorial,71,All 6 linear permutations are explicitly shown with no omissions. The left-to-right sequence in each case matches the textual description. Each tool maintains consistent dimensions and appearance across arrangements. The tools are visually distinct and easily recognizable. Adequate spacing separates each permutation set for clarity. Mirrored or reversed versions are not mistakenly treated as distinct permutations.
"Display all 6 permutations of three cooking utensils (whisk, spatula, ladle) in a row.","The six horizontal permutations of the utensils are: Whisk, Spatula, Ladle; Whisk, Ladle, Spatula; Spatula, Whisk, Ladle; Spatula, Ladle, Whisk; Ladle, Whisk, Spatula; and Ladle, Spatula, Whisk.",Symbolic Mathematical,Combinatorial,72,"Exactly 6 distinct permutations are shown, with no duplicates. The arrangements are laid out in a structured grid that reflects the progression of order. Each utensil is visually distinct and clearly identifiable. There is no overlap or confusion between sequences, and the layout supports easy comparison."
"Show all permutations of four flower types (rose, tulip, daisy, lily) represented by icons arranged horizontally.","Twelve permutations are illustrated, including Rose → Tulip → Daisy → Lily, Lily → Rose → Daisy → Tulip, Daisy → Tulip → Lily → Rose, Tulip → Lily → Daisy → Rose, Tulip → Daisy → Rose → Lily, Lily → Daisy → Tulip → Rose, Rose → Daisy → Tulip → Lily, Lily → Tulip → Rose → Daisy, Tulip → Rose → Lily → Daisy, Daisy → Rose → Tulip → Lily, Rose → Lily → Tulip → Daisy, and Lily → Daisy → Rose → Tulip.",Symbolic Mathematical,Combinatorial,73,"All 12 permutations are distinctly generated and clearly presented. The flower icons consistently match their labels (e.g., rose shown as a rose). Each permutation is arranged in a horizontal format for easy visual parsing. There are no duplicate or missing arrangements, and the order of each flower in every permutation is unambiguous."
"Depict all 6 permutations of three kitchen utensils (fork, spoon, knife) placed diagonally from top-left to bottom-right.","Six diagonal arrangements are shown: (1) Fork in the top-left, followed by Spoon and Knife diagonally to the bottom-right; (2) Fork, then Knife, then Spoon; (3) Spoon, Fork, Knife; (4) Spoon, Knife, Fork; (5) Knife, Fork, Spoon; and (6) Knife, Spoon, Fork. All follow a clear diagonal placement from top-left to bottom-right.",Symbolic Mathematical,Combinatorial,74,"All 6 permutations are distinctly represented without duplication. The utensils maintain strict diagonal alignment from top-left to bottom-right in each case. Items are placed within a 2×3 grid for visual clarity. Fork, spoon, and knife are visually recognizable and consistent across permutations. No arrangements are omitted or repeated."
"Visualize all 24 permutations of four chess pieces (pawn, knight, bishop, rook) placed on a 4-square board.","Twenty-four unique permutations are shown using the four chess pieces. Examples include: Pawn, Knight, Bishop, Rook; Rook, Bishop, Pawn, Knight; and Knight, Rook, Pawn, Bishop. Each permutation contains all four pieces exactly once.",Symbolic Mathematical,Combinatorial,75,"All 24 permutations are included without duplication. Every permutation uses all four chess pieces exactly once. The arrangements are presented in a 4×6 grid format for readability. Each chess piece—pawn, knight, bishop, and rook—is clearly distinct. No piece is repeated within any single permutation."
"Show all 6 permutations of three vehicles (car, truck, bicycle) aligned horizontally in a traffic diagram.","The six horizontal sequences are: Car → Truck → Bicycle, Car → Bicycle → Truck, Truck → Car → Bicycle, Truck → Bicycle → Car, Bicycle → Car → Truck, and Bicycle → Truck → Car.",Symbolic Mathematical,Combinatorial,76,"All 6 permutations are distinctly illustrated. Each permutation preserves horizontal alignment and correct left-to-right positioning. Road or traffic context elements are included to aid spatial reasoning. Vehicles are clearly distinguishable in appearance—car as a sedan, truck as a large vehicle, and bicycle as a two-wheeler. There are no duplicated or missing permutations."
Arrange 3 circles (round) and 2 rectangles (long) in a row. Show all unique permutations.,"Ten unique sequences are illustrated, such as: Rectangle, Rectangle, Circle, Circle, Circle; Rectangle, Circle, Rectangle, Circle, Circle; Rectangle, Circle, Circle, Rectangle, Circle; and so on. Each arrangement includes 3 circles and 2 rectangles in a specific order.",Symbolic Mathematical,Combinatorial,77,"Exactly 10 unique permutations are shown, consistent with the formula 5! / (3! × 2!) = 10. Each arrangement includes exactly 3 round circles and 2 long rectangles. Shapes are visually consistent and easy to distinguish. No permutations are repeated. All 10 valid permutations are present and arranged clearly."
Show all 4-digit numbers containing exactly two 7s and two 5s.,"Six valid numbers are shown: 7755, 7575, 7557, 5775, 5757, and 5577. Each number contains two 7s and two 5s with no repetition.",Symbolic Mathematical,Combinatorial,78,All 6 distinct permutations are clearly displayed. Each number contains exactly two 7s and two 5s. There are no duplicate entries. All valid permutations such as 7755 through 5577 are included. The numbers are arranged in logical or numerical order to aid readability.
"Arrange 1 book, 1 toy car, and 2 identical spoons in a row. Show all unique permutations.","Twelve unique sequences are shown, such as: Book | Toy Car | Spoon | Spoon; Book | Spoon | Toy Car | Spoon; Book | Spoon | Spoon | Toy Car; Toy Car | Book | Spoon | Spoon; Toy Car | Spoon | Book | Spoon; Toy Car | Spoon | Spoon | Book; Spoon | Book | Toy Car | Spoon; Spoon | Book | Spoon | Toy Car; Spoon | Toy Car | Book | Spoon; Spoon | Toy Car | Spoon | Book; Spoon | Spoon | Book | Toy Car; Spoon | Spoon | Toy Car | Book.",Symbolic Mathematical,Combinatorial,79,"All 12 distinct permutations are presented. Identical spoons are correctly treated as indistinct, avoiding overcounting. Each object—book, toy car, and spoon—is clearly labeled. There are no repeated permutations. Items are separated by vertical pipe symbols to indicate clear linear sequencing."
"Arrange 3 plants (Cactus, Fern, Rose) in a garden row with Cactus not adjacent to Rose. List valid arrangements.","Four valid permutations are displayed where Cactus is never directly next to Rose. These include: Fern | Cactus | Rose, Rose | Fern | Cactus, Cactus | Fern | Rose, and Rose | Cactus | Fern.",Symbolic Mathematical,Combinatorial,80,Exactly 4 valid arrangements are shown with Cactus never placed next to Rose. Each arrangement includes all three plant types. Vertical pipes clearly separate the items. No invalid arrangements are included. Plant types are labeled clearly and consistently.
Arrange 3 suitcases and 1 backpack in a row. Show all unique permutations.,"Four unique arrangements are illustrated: Suitcase, Suitcase, Suitcase, Backpack; Suitcase, Suitcase, Backpack, Suitcase; Suitcase, Backpack, Suitcase, Suitcase; and Backpack, Suitcase, Suitcase, Suitcase.",Symbolic Mathematical,Combinatorial,81,"All 4 distinct permutations are displayed without duplication. The backpack is shown in each possible position within the row. Suitcases are visually identical and treated as indistinguishable. Each arrangement is clearly labeled with item names. Items are easily distinguishable, especially the unique backpack."
"Arrange the animals (otter, fox, owl) in a row where the fox cannot be in the middle position. Show all valid permutations.","Four valid arrangements are included where the fox is never in the middle. These are: Otter - Owl - Fox, Fox - Otter - Owl, Fox - Owl - Otter, and Owl - Otter - Fox.",Symbolic Mathematical,Combinatorial,82,Exactly 4 permutations are shown with the fox never appearing in the middle position. Each animal is clearly distinguishable in appearance and name. All invalid permutations with fox in the center are excluded. The left-to-right sequence is consistently represented using dash separators. Object positions are accurate and rule-compliant.
Display all ways to arrange 2 zebras and 2 kangaroos in a row such that no two zebras are adjacent.,"Three valid permutations are shown that satisfy the condition of no adjacent zebras: Zebra, Kangaroo, Zebra, Kangaroo; Zebra, Kangaroo, Kangaroo, Zebra; and Kangaroo, Zebra, Kangaroo, Zebra.",Symbolic Mathematical,Combinatorial,83,"All 3 valid permutations are clearly presented, with no two zebras adjacent in any case. Each sequence includes exactly 2 zebras and 2 kangaroos. Animal names are labeled correctly and consistently. The row contains exactly 4 items per arrangement. No duplicate or invalid configurations are included."
Arrange 2 identical rabbits and 3 identical hedgehogs in a row. Show all unique permutations.,"Rabbit, Rabbit, Hedgehog, Hedgehog, Hedgehog; Rabbit, Hedgehog, Rabbit, Hedgehog, Hedgehog; Rabbit, Hedgehog, Hedgehog, Rabbit, Hedgehog; Rabbit, Hedgehog, Hedgehog, Hedgehog, Rabbit; Hedgehog, Rabbit, Rabbit, Hedgehog, Hedgehog; Hedgehog, Rabbit, Hedgehog, Rabbit, Hedgehog; Hedgehog, Rabbit, Hedgehog, Hedgehog, Rabbit; Hedgehog, Hedgehog, Rabbit, Rabbit, Hedgehog; Hedgehog, Hedgehog, Rabbit, Hedgehog, Rabbit; Hedgehog, Hedgehog, Hedgehog, Rabbit, Rabbit.",Symbolic Mathematical,Combinatorial,84,"The expected output must contain exactly 10 distinct permutations, each composed of 2 rabbits and 3 hedgehogs, with no duplicated sequences due to symmetric swaps of identical items, and all elements clearly labeled and consistently formatted."
"Arrange three different plants (Bamboo, Fern, Orchid) in a row with Bamboo not in the middle. Show all valid permutations.",Bamboo - Fern - Orchid; Bamboo - Orchid - Fern; Fern - Orchid - Bamboo; Orchid - Fern - Bamboo.,Symbolic Mathematical,Combinatorial,85,All 4 valid permutations present; Bamboo never appears in the middle position; Distinct plants in each arrangement; No positional duplicates; Correct plant sequence maintenance.
Arrange 3 identical roses and 2 identical lilies in a row with all roses grouped together. Show all unique permutations.,"Rose, Rose, Rose, Lily, Lily; Lily, Rose, Rose, Rose, Lily; Lily, Lily, Rose, Rose, Rose.",Symbolic Mathematical,Combinatorial,86,All roses appear as a consecutive group; Exactly 3 distinct permutations; Correct flower usage (Rose vs Lily); Proper handling of identical elements; Valid spatial relationships between groups.
"Arrange 4 distinct trees (Oak, Pine, Maple, Birch) in a line where Oak and Pine are never adjacent. List all valid permutations.",Oak - Maple - Birch - Pine; Oak - Birch - Maple - Pine; Oak - Birch - Pine - Maple; Oak - Pine - Maple - Birch; Oak - Pine - Birch - Maple; Maple - Oak - Birch - Pine; Maple - Oak - Pine - Birch; Maple - Birch - Oak - Pine; Maple - Birch - Pine - Oak; Birch - Oak - Maple - Pine; Birch - Oak - Pine - Maple; Birch - Maple - Oak - Pine.,Symbolic Mathematical,Combinatorial,87,All 12 valid permutations present; Oak and Pine never adjacent in any permutation; Correct maintenance of distinct tree identities; No duplicate arrangements; Proper handling of multiple valid position combinations.
Display all unique ways to arrange 3 fiddle leaf figs and 2 monstera plants in a row with no two monstera plants adjacent.,"Monstera, Fiddle Leaf Fig, Monstera, Fiddle Leaf Fig, Fiddle Leaf Fig; Monstera, Fiddle Leaf Fig, Fiddle Leaf Fig, Monstera, Fiddle Leaf Fig; Monstera, Fiddle Leaf Fig, Fiddle Leaf Fig, Fiddle Leaf Fig, Monstera; Fiddle Leaf Fig, Monstera, Monstera, Fiddle Leaf Fig, Fiddle Leaf Fig; Fiddle Leaf Fig, Monstera, Fiddle Leaf Fig, Monstera, Fiddle Leaf Fig; Fiddle Leaf Fig, Fiddle Leaf Fig, Monstera, Monstera, Fiddle Leaf Fig.",Symbolic Mathematical,Combinatorial,88,All monstera plants are separated by at least one fiddle leaf fig; Total count matches exactly 3 fiddle leaf figs and 2 monstera plants; All 6 valid permutations are distinct and present; No two monstera plants appear consecutively in any permutation; Visual arrangement matches specified sequence patterns.
"Arrange 5 distinct gemstones (Opal, Ruby, Sapphire, Emerald, Amethyst) in a line where Opal is always third. List all valid permutations.",Ruby - Sapphire - Opal - Emerald - Amethyst; Ruby - Emerald - Opal - Sapphire - Amethyst; Ruby - Amethyst - Opal - Sapphire - Emerald; Sapphire - Ruby - Opal - Emerald - Amethyst; Sapphire - Emerald - Opal - Ruby - Amethyst; Sapphire - Amethyst - Opal - Ruby - Emerald; Emerald - Ruby - Opal - Sapphire - Amethyst; Emerald - Sapphire - Opal - Ruby - Amethyst; Emerald - Amethyst - Opal - Ruby - Sapphire; Amethyst - Ruby - Opal - Sapphire - Emerald; Amethyst - Sapphire - Opal - Ruby - Emerald; Amethyst - Emerald - Opal - Ruby - Sapphire.,Symbolic Mathematical,Combinatorial,89,Opal appears exclusively in third position; Other gemstones show complete permutation in remaining positions; All 24 unique arrangements are represented; No duplicate gemstone sequences; Proper left-to-right ordering of positions.
Arrange 3 identical canvases and 2 identical sculptures in a row with the first and last positions as canvases.,"Canvas, Canvas, Sculpture, Sculpture, Canvas; Canvas, Sculpture, Canvas, Sculpture, Canvas; Canvas, Sculpture, Sculpture, Canvas, Canvas.",Symbolic Mathematical,Combinatorial,90,First and last elements are always canvases; Total of 3 canvases and 2 sculptures maintained; Middle positions contain valid combinations of remaining elements; All three distinct permutations are present; No invalid element placement in terminal positions.
"Display all permutations of 4 distinct trees (Oak, Maple, Birch, Pine) where Oak and Maple are never adjacent.",Oak - Birch - Pine - Maple; Birch - Oak - Pine - Maple; Pine - Oak - Birch - Maple; Pine - Birch - Oak - Maple; Maple - Birch - Oak - Pine; Maple - Pine - Birch - Oak; Birch - Pine - Oak - Maple; Maple - Pine - Oak - Birch; Birch - Maple - Pine - Oak; Pine - Birch - Oak - Maple; Pine - Oak - Birch - Maple; Birch - Pine - Maple - Oak.,Symbolic Mathematical,Combinatorial,91,All four distinct trees are present in every permutation; Oak and Maple never appear adjacent to each other; Exactly 12 unique permutations shown; Linear sequence maintained in all arrangements; No duplicate permutations or missing valid combinations.
Arrange 2 succulents and 3 cacti in a row with all cacti grouped together.,"Cactus, Cactus, Cactus, Succulent, Succulent; Succulent, Cactus, Cactus, Cactus, Succulent; Succulent, Succulent, Cactus, Cactus, Cactus.",Symbolic Mathematical,Combinatorial,92,All three cacti form a single continuous group; Two succulents placed in non-cactus positions; Exactly three distinct permutations displayed; Correct symbols used (Succulent and Cactus); No partial groupings or scattered cacti.
"List all permutations of books Fiction, Non-Fiction, Mystery, Biography where Non-Fiction appears between Fiction and Mystery (e.g., Fiction-Non-Fiction-Mystery-Biography or Mystery-Non-Fiction-Fiction-Biography).",Fiction - Non-Fiction - Mystery - Biography; Fiction - Non-Fiction - Biography - Mystery; Biography - Fiction - Non-Fiction - Mystery; Fiction - Biography - Non-Fiction - Mystery; Mystery - Non-Fiction - Fiction - Biography; Mystery - Non-Fiction - Biography - Fiction; Biography - Mystery - Non-Fiction - Fiction; Mystery - Biography - Non-Fiction - Fiction.,Symbolic Mathematical,Combinatorial,93,Non-Fiction always appears between Fiction and Mystery in either Fiction-Non-Fiction-Mystery or Mystery-Non-Fiction-Fiction sequence; All four books present in each permutation; Exactly 8 distinct arrangements shown; Biography positioned freely except between Fiction and Mystery; No permutations violating the Non-Fiction-between-Fiction/Mystery rule.
"Show all ways to split 4 distinct plants (Cactus, Fern, Ivy, Orchid) onto two shelves with exactly two plants per shelf.","{Shelf1: Cactus, Fern, Shelf2: Ivy, Orchid}; {Shelf1: Cactus, Ivy, Shelf2: Fern, Orchid}; {Shelf1: Cactus, Orchid, Shelf2: Fern, Ivy}; {Shelf1: Fern, Ivy, Shelf2: Cactus, Orchid}; {Shelf1: Fern, Orchid, Shelf2: Cactus, Ivy}; {Shelf1: Ivy, Orchid, Shelf2: Cactus, Fern}.",Symbolic Mathematical,Combinatorial,94,Each shelf contains exactly two distinct plants; All four plants used in every grouping; Six unique combinations displayed; No duplicate groupings (considering shelf order irrelevant); Clear visual separation between shelf pairs.
"Arrange the types of mushrooms (Agaric, Shiitake, Oyster) in a row where Shiitake is never in the middle.",Agaric - Oyster - Shiitake; Shiitake - Agaric - Oyster; Shiitake - Oyster - Agaric; Oyster - Agaric - Shiitake.,Symbolic Mathematical,Combinatorial,95,Shiitake never appears in the second position; All three types of mushrooms present in each arrangement; Exactly four distinct permutations shown; Valid positions maintained (Shiitake only in first or third positions); No permutations missing or extra invalid ones included.
Display all unique ways to arrange 3 red stars (★) and 1 blue diamond (◆) in a row.,★★★◆; ★★◆★; ★◆★★; ◆★★★.,Symbolic Mathematical,Combinatorial,96,Exactly 4 distinct permutations are shown; All stars are visually identical (same red color and symbol); Blue diamond is distinct in color/symbol from stars; Order matches the 4 unique arrangements (no duplicates or omissions); No extraneous permutations beyond the 4 valid ones.
"Arrange 5 birds (Eagle, Falcon, Hawk, Owl, Parrot) in a row where Eagle is first and Parrot is last. List all valid permutations.",Eagle - Falcon - Hawk - Owl - Parrot; Eagle - Falcon - Owl - Hawk - Parrot; Eagle - Hawk - Falcon - Owl - Parrot; Eagle - Hawk - Owl - Falcon - Parrot; Eagle - Owl - Falcon - Hawk - Parrot; Eagle - Owl - Hawk - Falcon - Parrot.,Symbolic Mathematical,Combinatorial,97,Bird Eagle consistently appears in first position; Bird Parrot consistently appears in last position; All 6 permutations of Falcon/Hawk/Owl in middle positions; Correct sequential order for each permutation; No invalid birds or misplaced flags.
"Arrange 4 types of mushrooms (Chanterelle, Morel, Shiitake, Portobello) in a row where Chanterelle always precedes Morel. Show all valid sequences.",Chanterelle - Morel - Shiitake - Portobello; Chanterelle - Shiitake - Morel - Portobello; Chanterelle - Shiitake - Portobello - Morel; Chanterelle - Portobello - Morel - Shiitake; Shiitake - Chanterelle - Morel - Portobello; Shiitake - Chanterelle - Portobello - Morel; Shiitake - Portobello - Chanterelle - Morel; Portobello - Chanterelle - Morel - Shiitake; Portobello - Chanterelle - Shiitake - Morel; Portobello - Shiitake - Chanterelle - Morel; Chanterelle - Morel - Portobello - Shiitake; Chanterelle - Shiitake - Portobello - Morel.,Symbolic Mathematical,Combinatorial,98,Chanterelle appears before Morel in all 12 permutations; All four types of mushrooms present in each arrangement; No duplicate sequences; Correct total count of 12 permutations; No sequences violating the Chanterelle-Morel order.
"Arrange 4 types of pasta (Fusilli, Penne, Farfalle, Linguine) in a row where Fusilli and Penne are adjacent, and Farfalle is not last. List all valid permutations.",Fusilli - Penne - Farfalle - Linguine; Penne - Fusilli - Farfalle - Linguine; Fusilli - Penne - Linguine - Farfalle; Penne - Fusilli - Linguine - Farfalle; Farfalle - Fusilli - Penne - Linguine; Farfalle - Penne - Fusilli - Linguine; Linguine - Fusilli - Penne - Farfalle; Linguine - Penne - Fusilli - Farfalle.,Symbolic Mathematical,Combinatorial,99,Fusilli and Penne appear adjacent in every permutation; Farfalle never appears in the final position; All 8 valid permutations are present; Correct types of pasta used for each tile; No arrangements violating adjacency or position rules.
"Arrange 5 chess pieces (King, Queen, Bishop, Knight, Rook) in a row with: 1. Queen not in the first or last position 2. Bishop and Knight are adjacent.",King - Bishop - Knight - Queen - Rook; Rook - Bishop - Knight - Queen - King; King - Knight - Bishop - Queen - Rook; Rook - Knight - Bishop - Queen - King; Queen - Bishop - Knight - King - Rook; Queen - Knight - Bishop - King - Rook; King - Queen - Bishop - Knight - Rook; Rook - Queen - Bishop - Knight - King; King - Queen - Knight - Bishop - Rook; Rook - Queen - Knight - Bishop - King; Queen - King - Bishop - Knight - Rook; Queen - Rook - Bishop - Knight - King.,Symbolic Mathematical,Combinatorial,100,Queen appears only in positions 2-4; Bishop and Knight are adjacent in all permutations; All 5 pieces present in each arrangement; Exactly 12 distinct valid permutations; No violations of positional or adjacency constraints.
