Prompt,Reference Caption,Category,Subcategory,id,Assessment Point
Show the shearing of a trapezoid along the y-axis by a factor of 1.5. Display its initial position and the sheared position.,"The image should show a trapezoid in its original position and then the same trapezoid sheared along the y-axis by a factor of 1.5, distorting the shape by shifting the top vertices vertically.",Symbolic Mathematical,Geometrical Transformations,64,"Shearing occurs specifically along the y-axis (vertical distortion).', 'Top/base vertices shift vertically by 1.5× their horizontal distance from the shear origin.', 'Original parallel sides remain intact in their unsheared dimension.', 'Both original and sheared trapezoids are displayed with visible distortion.', 'Angles change appropriately while maintaining base dimensions.'"
Illustrate the projection of a 3D sphere onto a 2D plane. Show the sphere in 3D and its projection in 2D.,"The image should show a 3D sphere in perspective, and its corresponding projection onto a 2D plane, illustrating how the three-dimensional structure appears flattened.",Symbolic Mathematical,Geometrical Transformations,65,"'3D sphere displays proper perspective (e.g., shading, contour lines).', '2D projection appears as a perfect circle or ellipse matching the viewpoint.', 'Clear visual connection between sphere equator and projection boundary.', 'No 3D shading/texture remains in the 2D projection.', 'Both representations are shown in spatially related positions.'"
Show the rotation of a regular octagon 180 degrees counterclockwise around its center. Display its initial position and the position after the rotation.,"The image should show an octagon in its initial position and the same octagon rotated 180 degrees counterclockwise around its center, highlighting the rotational symmetry.",Symbolic Mathematical,Geometrical Transformations,66,"'Exact 180-degree rotation (no partial angles).', 'Rotation occurs around the octagon geometric center.', 'All vertices swap positions with their diametrically opposite counterparts.', 'Resulting shape perfectly overlaps with original due to octagon symmetry.', 'Both pre-rotation and post-rotation positions are clearly marked.'"
Illustrate the reflection of an equilateral triangle across the line y = x. Show its initial position and the position after the reflection.,"The image should show an equilateral triangle placed in the plane, and its reflection should appear symmetrically across the line y=x, with the corresponding vertices swapped to match the reflected position.",Symbolic Mathematical,Geometrical Transformations,67,"Symmetry across y=x line with mirrored coordinates', 'Consistent preservation of equilateral triangle properties', 'Correct vertex swapping (x,y coordinates inverted)', 'Clear visual distinction between original and reflected triangle', 'Accurate 45° alignment of the reflection axis'"
Illustrate the dilation of a circle by a factor of 3 from its center. Show the initial position of the circle and its dilated position.,"The image should show a circle in its original size and then the same circle dilated by a factor of 3 from its center, with the new vertices placed accordingly to represent the enlarged shape.",Symbolic Mathematical,Geometrical Transformations,68,"Consistent center point before/after dilation', 'Precise 3x radius increase in all directions', 'Maintained circular shape without distortion', 'Clear size comparison between original/scaled versions', 'Proper labeling/indication of scaling factor'"
Show the translation of a rhombus 4 units down and 2 units left. Show its initial position and the position after the translation.,"The image should show a rhombus in its original position and then its translated position, 4 units down and 2 units left, with arrows indicating the direction of the translation.",Symbolic Mathematical,Geometrical Transformations,69,"Exact 4-unit vertical and 2-unit horizontal displacement', 'Preserved rhombus shape/size/orientation', 'Clear directional arrows showing movement path', 'Consistent side lengths and angles pre/post translation', 'Accurate parallel positioning of corresponding sides'"
Show the shearing of a trapezoid along the y-axis by a factor of 1.2. Display its initial position and the sheared position.,"The image should show a trapezoid in its original position and then the same trapezoid sheared along the y-axis by a factor of 1.2, distorting the shape by shifting the top vertices vertically.",Symbolic Mathematical,Geometrical Transformations,70,"Both the original and sheared trapezoid are clearly depicted.', 'Shearing is applied strictly along the y-axis (vertical shear), causing vertical displacement proportional to the x-coordinate.', 'Top vertices of the trapezoid shift vertically by a factor of 1.2 relative to their x-coordinates, creating distortion.', 'The base of the trapezoid (if aligned with the x-axis) remains unchanged in position or orientation.', 'No rotation, scaling, or translation is introduced erroneously.'"
Show the translation of a circle 3 units up and 2 units right. Show its initial position and the position after the translation.,"The image should show a circle in its original position and then its translated position, 3 units up and 2 units right, with arrows indicating the direction of the translation.",Symbolic Mathematical,Geometrical Transformations,71,"Original and translated circles are identical in size and shape.', 'Translation distance is precisely 3 units upward and 2 units rightward.', 'Arrows or visual cues indicate the translation path from the original to the translated position.', 'No rotation, shearing, or resizing is present in the translated circle.', 'The circle’s center shifts exactly by the specified translation vector.'"
Display a square after a 45-degree counterclockwise rotation around its center. Show its initial position and the position after the rotation.,"The image should show a square in its initial position and the same square rotated 45 degrees counterclockwise around its center, highlighting the rotational symmetry.",Symbolic Mathematical,Geometrical Transformations,72,"Original and rotated squares are centered on the same point.', 'Rotation is exactly 45 degrees counterclockwise with no directional ambiguity.', 'Vertices of the rotated square align with midpoints of the original square’s edges (if regular).', 'No scaling, shearing, or translation is introduced.', 'Symmetry is preserved, and the square’s side lengths remain unchanged.'"
Illustrate the dilation of a pentagon by a factor of 1.5 from its center. Show the initial position of the pentagon and its dilated position.,"The image should show a pentagon in its original size and then the same pentagon dilated by a factor of 1.5 from its center, with the new vertices placed accordingly to represent the enlarged shape.",Symbolic Mathematical,Geometrical Transformations,73,"Consistent center point maintained during dilation', 'All vertices proportionally scaled by exactly 1.5x from center', 'Preservation of original angles and shape proportions', 'Clear size comparison between original and dilated pentagons', 'No distortion or skewing during scaling process'"
Show the rotation of a hexagon 90 degrees clockwise around its center. Display its initial position and the position after the rotation.,"The image should show a hexagon in its initial position and the same hexagon rotated 90 degrees clockwise around its center, highlighting the rotational symmetry.",Symbolic Mathematical,Geometrical Transformations,74,"Exact 90-degree clockwise rotation about the geometric center', 'Maintenance of rotational symmetry characteristics', 'Correct positional mapping of all vertices relative to center', 'Preservation of side lengths and internal angles', 'Clear visual distinction between original and rotated positions'"
Display a rhombus after a 60-degree counterclockwise rotation around its center. Show its initial position and the position after the rotation.,"The image should show a rhombus in its initial position and the same rhombus rotated 60 degrees counterclockwise around its center, highlighting the rotational symmetry.",Symbolic Mathematical,Geometrical Transformations,75,"Precise 60-degree counterclockwise rotation about center', 'Conservation of rhombus properties (equal side lengths, opposing equal angles)', 'Accurate maintenance of acute/obtuse angles during rotation', 'Proper alignment of diagonals relative to rotation axis', 'Clear demonstration of rotational symmetry without mirroring'"
Illustrate the translation of a circle 2 units down and 4 units to the right. Show its initial position and the position after the translation.,"The image should show a circle in its original position and then its translated position, 2 units down and 4 units to the right, with arrows indicating the direction of the translation.",Symbolic Mathematical,Geometrical Transformations,76,"Exact 4-unit rightward and 2-unit downward displacement', 'Consistent radius and shape between original and translated circles', 'Clear directional indicators showing translation vector', 'Proper alignment relative to coordinate system (if shown)', 'Absence of rotational or scaling artifacts during movement'"
Show the reflection of a trapezoid across the line x = 2. Show its initial position and the position after the reflection.,"The image should show a trapezoid placed in the plane, and its reflection should appear symmetrically across the line x=2, with the corresponding vertices swapped to match the reflected position.",Symbolic Mathematical,Geometrical Transformations,77,"Accurate reflection across vertical line x=2', 'Perfect symmetry between original and reflected trapezoid', 'Correct vertex correspondence between original and reflected shape', 'Clear visibility of both initial and transformed positions', 'Proper alignment of reflection line x=2 as central axis'"
Display a kite after a 30-degree counterclockwise rotation around its center. Show its initial position and the position after the rotation.,"The image should show a kite in its initial position and the same kite rotated 30 degrees counterclockwise around its center, highlighting the rotational symmetry.",Symbolic Mathematical,Geometrical Transformations,78,"Precise 30-degree rotation measurement', 'Correct counterclockwise direction', 'Consistent center point maintenance', 'Preservation of kite shape and proportions', 'Visible rotational symmetry between positions'"
Illustrate the reflection of a rhombus across the line x = 2. Show its initial position and the position after the reflection.,"The image should show a rhombus placed in the plane, and its reflection should appear symmetrically across the line x = 2, with the corresponding vertices swapped to match the reflected position.",Symbolic Mathematical,Geometrical Transformations,79,"Proper mirroring across vertical axis x=2', 'Equal angles and side lengths in reflection', 'Symmetrical vertex positioning relative to reflection line', 'Consistent rhombus properties in both positions', 'Distinct visualization of original and reflected rhombuses'"
Show the rotation of a hexagon 60 degrees counterclockwise around its center. Display its initial position and the position after the rotation.,"The image should show a hexagon in its initial position and the same hexagon rotated 60 degrees counterclockwise around its center, highlighting the rotational symmetry.",Symbolic Mathematical,Geometrical Transformations,80,"Exact 60-degree angular displacement between corresponding vertices', 'Consistent center point maintained during rotation', 'Preservation of all side lengths and angles', 'Correct counterclockwise direction of rotation', 'Clear visual alignment showing rotational symmetry'"
Illustrate the projection of a 3D tetrahedron onto a 2D plane. Show the tetrahedron in 3D and its projection in 2D.,"The image should show a 3D tetrahedron in perspective, and its corresponding projection onto a 2D plane, illustrating how the three-dimensional structure appears flattened.",Symbolic Mathematical,Geometrical Transformations,81,"Accurate perspective projection of 3D edges to 2D', 'Preservation of vertex connections in projection', 'Appropriate handling of occluded edges in 2D representation', 'Clear visual distinction between 3D object and 2D projection', 'Consistent alignment between 3D vertices and their projections'"
Display a trapezoid after a 30-degree counterclockwise rotation around its center. Show its initial position and the position after the rotation.,"The image should show a trapezoid in its initial position and the same trapezoid rotated 30 degrees counterclockwise around its center, highlighting the rotational symmetry.",Symbolic Mathematical,Geometrical Transformations,82,"Precise 30-degree angular displacement', 'Consistent center of rotation maintained', 'Preservation of all side lengths and angles', 'Correct counterclockwise direction', 'Visible correspondence between original/rotated vertices'"
Illustrate the reflection of a triangle across the line y = 3. Show its initial position and the position after the reflection.,"The image should show a triangle placed in the plane, and its reflection should appear symmetrically across the line y = 3, with the corresponding vertices swapped to match the reflected position.",Symbolic Mathematical,Geometrical Transformations,83,"Exact mirror symmetry across y=3 line', 'Equal perpendicular distances from vertices to reflection line', 'Clear depiction of reflection line y=3', 'Preservation of all side lengths and angles', 'Correct orientation reversal relative to reflection line'"
Illustrate the translation of a rectangle 4 units to the left and 2 units down. Show its initial position and the position after the translation.,"The image should show a rectangle in its original position and then its translated position, 4 units to the left and 2 units down, with arrows indicating the direction of the translation.",Symbolic Mathematical,Geometrical Transformations,84,"Clear depiction of both original and translated rectangles', 'Accurate horizontal displacement (4 units left)', 'Accurate vertical displacement (2 units down)', 'Arrows showing translation direction', 'No rotation or scaling during translation', 'Consistent dimensions between original and translated shapes'"
Show the shearing of a pentagon along the y-axis by a factor of 1.5. Display its initial position and the sheared position.,"The image should show a pentagon in its original position and then the same pentagon sheared along the y-axis by a factor of 1.5, distorting the shape by shifting the bottom vertices vertically.",Symbolic Mathematical,Geometrical Transformations,85,"Clear comparison of original vs sheared pentagon', 'Vertical distortion along y-axis only', 'Correct shear factor (1.5x vertical stretch)', 'Preserved base vertex positions', 'Top vertices remain relatively stationary', 'Angles altered appropriately in sheared shape'"
Illustrate the scaling of a kite by a factor of 0.5 from its center. Show the initial position of the kite and its scaled position.,"The image should show a kite in its original size and then the same kite scaled by a factor of 0.5 from its center, with the new vertices placed accordingly to represent the reduced shape.",Symbolic Mathematical,Geometrical Transformations,86,"Clear size comparison between original and scaled kites', 'Consistent center point between both shapes', 'Proportional reduction in all dimensions (50% scale)', 'Maintained shape proportions and angles', 'Correct radial positioning of vertices', 'No translation or rotation introduced'"
Display a pentagon after a 45-degree clockwise rotation around its center. Show its initial position and the position after the rotation.,"The image should show a pentagon in its initial position and the same pentagon rotated 45 degrees clockwise around its center, highlighting the rotational symmetry.",Symbolic Mathematical,Geometrical Transformations,87,"Clear depiction of pre- and post-rotation positions', 'Consistent center point maintained', 'Accurate 45-degree angular displacement', 'Clockwise rotation direction', 'Preserved shape integrity and size', 'Alignment with rotational symmetry expectations'"
Show the rotation of a rhombus 60 degrees counterclockwise around its center. Display its initial position and the position after the rotation.,"The image should show a rhombus in its initial position and the same rhombus rotated 60 degrees counterclockwise around its center, highlighting the rotational symmetry.",Symbolic Mathematical,Geometrical Transformations,88,"Exact 60° counterclockwise angular displacement', 'Consistent center point maintained during rotation', 'Preservation of rhombus properties (equal side lengths, opposite angles equal)', 'Alignment with rotational symmetry characteristics', 'Clear indication of rotation direction (e.g., curved arrow)'"
Display a hexagon after a 90-degree rotation around its center. Show its initial position and the position after the rotation.,"The image should show a hexagon in its initial position and the same hexagon rotated 90 degrees around its center, highlighting the rotational symmetry.",Symbolic Mathematical,Geometrical Transformations,89,"Accurate 90° rotation (quarter-turn) about center', 'Maintenance of regular hexagon properties (equal sides/angles)', 'Consistent distance from center to vertices pre/post-rotation', 'Proper alignment of rotated vertices with original positions', 'Visual clarity in distinguishing original vs rotated states'"
Illustrate the translation of a circle 2 units to the left and 4 units down. Show its initial position and the position after the translation.,"The image should show a circle in its original position and then its translated position, 2 units to the left and 4 units down, with arrows indicating the direction of the translation.",Symbolic Mathematical,Geometrical Transformations,90,"Exact horizontal displacement (2 units left)', 'Exact vertical displacement (4 units down)', 'Conservation of circle radius and shape', 'Parallel positioning of corresponding points', 'Clear directional indicators (arrows) showing movement vector'"
Show the reflection of a kite across the line y = 3. Show its initial position and the position after the reflection.,"The image should show a kite placed in the plane, and its reflection should appear symmetrically across the line y = 3, with the corresponding vertices swapped to match the reflected position.",Symbolic Mathematical,Geometrical Transformations,91,"Perfect mirror symmetry across y=3 axis', 'Equal distances from reflection line to corresponding points', 'Preservation of kite properties (two distinct pairs of adjacent equal sides)', 'Clear labeling/visibility of reflection line y=3', 'Correct orientation reversal in reflected image'"
Illustrate the scaling of a triangle by a factor of 1.5 from its center. Show the initial position of the triangle and its scaled position.,"The image should show a triangle in its original size and then the same triangle scaled by a factor of 1.5 from its center, with the new vertices placed accordingly to represent the enlarged shape.",Symbolic Mathematical,Geometrical Transformations,92,"'Scaling factor of 1.5 is accurately applied', 'Scaling originates from the triangle geometric center', 'Proportional enlargement in all directions (no distortion)', 'Both original and scaled triangles are clearly visible', 'Vertices of the scaled triangle align with scaled coordinates'"
Display a rectangle after a 180-degree rotation around its center. Show its initial position and the position after the rotation.,"The image should show a rectangle in its initial position and the same rectangle rotated 180 degrees around its center, highlighting the rotational symmetry.",Symbolic Mathematical,Geometrical Transformations,93,"'Exact 180-degree rotation about the center point', 'Final position maintains rectangle original dimensions', 'Opposite orientation of vertices after rotation', 'Center point remains stationary and visually identifiable', 'Symmetry shows identical appearance pre/post-rotation'"
Illustrate the reflection of a triangle across the line x = 2. Show its initial position and the position after the reflection.,"The image should show a triangle placed in the plane, and its reflection should appear symmetrically across the line x = 2, with the corresponding vertices swapped to match the reflected position.",Symbolic Mathematical,Geometrical Transformations,94,"Reflection line x=2 is clearly marked and vertical', 'Mirror symmetry maintained across the reflection line', 'Corresponding vertices equidistant from x=2 line', 'Original and reflected triangles show flipped orientation', 'No rotational or scaling transformations present'"
Illustrate the dilation of a circle by a factor of 1.5 from its center. Show the initial position of the circle and its dilated position.,"The image should show a circle in its original size and then the same circle dilated by a factor of 1.5 from its center, with the new vertices placed accordingly to represent the enlarged shape.",Symbolic Mathematical,Geometrical Transformations,95,"Dilation maintains perfect circular shape', 'Center point shared between both circles', 'Radius increased by exactly 1.5 times original', 'Concentric circles clearly distinguishable', 'No translation or rotation artifacts present'"
Show the rotation of a pentagon 45 degrees counterclockwise around its center. Display its initial position and the position after the rotation.,"The image should show a pentagon in its initial position and the same pentagon rotated 45 degrees counterclockwise around its center, highlighting the rotational symmetry.",Symbolic Mathematical,Geometrical Transformations,96,"'Precise 45-degree counterclockwise rotation', 'Rotation center coincides with pentagon geometric center', 'All vertices maintain equal distance from center post-rotation', 'Distinct pre/post-rotation positions shown without overlap', 'Angular displacement visible in vertex positions'"
Display a rectangle after a 60-degree counterclockwise rotation around its center. Show its initial position and the position after the rotation.,"The image should show a rectangle in its initial position and the same rectangle rotated 60 degrees counterclockwise around its center, highlighting the rotational symmetry.",Symbolic Mathematical,Geometrical Transformations,97,"Precise 60° angular displacement measurement', 'Consistent center point maintenance during rotation', 'Preservation of original shape and proportions', 'Clear indication of rotational direction (counterclockwise)', 'Visual distinction between original and transformed positions'"
Illustrate the translation of a hexagon 4 units to the left and 2 units down. Show its initial position and the position after the translation.,"The image should show a hexagon in its original position and then its translated position, 4 units to the left and 2 units down, with arrows indicating the direction of the translation.",Symbolic Mathematical,Geometrical Transformations,98,"Equal displacement of all vertices by specified units', 'Maintenance of original orientation and dimensions', 'Clear directional arrows showing leftward and downward movement', 'Proportional relationship between horizontal and vertical translation distances', 'Visual overlap prevention between original and translated positions'"
Show the scaling of a trapezoid by a factor of 0.5 from its center. Display its initial position and its scaled position.,"The image should show a trapezoid in its original size and then the same trapezoid scaled by a factor of 0.5 from its center, with the new vertices placed accordingly to represent the reduced shape.",Symbolic Mathematical,Geometrical Transformations,99,"Uniform reduction of all dimensions from central point', 'Consistent positioning relative to scaling center', 'Proportional relationship between corresponding sides (1:0.5 ratio)', 'Preservation of angular measurements and parallelism', 'Clear visual hierarchy between original and scaled versions'"
Illustrate the shearing of a parallelogram along the y-axis by a factor of 1.2. Display its initial position and the sheared position.,"The image should show a parallelogram in its original position and then the same parallelogram sheared along the y-axis by a factor of 1.2, distorting the shape by shifting the bottom vertices vertically.",Symbolic Mathematical,Geometrical Transformations,100,"Correct application of shear factor to vertical components', 'Preservation of base length while altering height proportionally', 'Appropriate angular distortion maintaining straight edges', 'Consistent shear direction along specified y-axis', 'Clear visual differentiation between pre- and post-shear states'"
