Prompt,Reference Caption,Category,Subcategory,id,Assessment Point
Show the hexadecimal representation of the word 'VECTOR' using ASCII encoding.,56 45 43 54 4F 52,Symbolic Mathematical,Cryptographic Encoding,78,"'Correct hex values: V→56, E→45, C→43, T→54, O→4F, R→52', 'Proper spacing between hex pairs', 'Uppercase hexadecimal digits (A-F)', 'Consistent ordering matching the original word', 'Absence of 0x prefixes or other modifiers'"
Depict a Vigenère cipher encryption of the word 'TREASURE' using the key 'LOCK'.,An image of 'TLWUNRLQ',Symbolic Mathematical,Cryptographic Encoding,79,"'Correct key repetition pattern (LOCKLOCK)', 'Accurate modular shifts for each character pair', 'Specific transformations: T→T, R→L, E→W, A→U, S→N, U→R, R→L, E→Q', 'Case consistency with original message', 'Exclusion of non-alphabetic characters or spaces'"
Visualize the message '763829' encoded in binary format.,01110111 01101100 01111000 00111000 00111010 00111001,Symbolic Mathematical,Cryptographic Encoding,80,"'Each digit (7, 6, 3, 8, 2, 9) is accurately converted to its corresponding 8-bit binary representation.', 'Binary sequences are correctly ordered to spell 763829.', 'Proper spacing between each binary number (e.g., 01110111 01101100...).', 'Full 8-bit representation for each character without truncation.'"
Show the Morse code representation of the word 'OBSCURE'.,"O:---, B:-..., S:..., C:-.-., U:..-, R:.-, E:.",Symbolic Mathematical,Cryptographic Encoding,81,"'Each letter (O, B, S, C, U, R, E) is represented by correct Morse symbols (---, -..., ..., -.-., ..-, .-, .).', 'Correct sequence of symbols matching the order O-B-S-C-U-R-E.', 'Clear visual separation between each letter's Morse code.', 'Accurate depiction of dots (.) and dashes (-) without errors.'"
Depict a ROT13 encryption of the word 'OBFUSCATE'.,An image of 'BOSCFTNGR',Symbolic Mathematical,Cryptographic Encoding,82,"'Each letter in OBFUSCATE is shifted by 13 positions (e.g., O→B, B→O, etc.).', 'Resulting encrypted text BOSCFTNGR is clearly displayed.', 'Letters are in the correct order without transposition.', 'No extraneous characters or symbols in the output.'"
Visualize the message 'ABCDEFGHIJKLMNOPQRSTUVWXYZ' encoded in ASCII binary format.,01000001 01000010 01000011 01000100 01000101 01000110 01000111 01001000 01001001 01001010 01001011 01001100 01001101 01001110 01001111 01010000 01010001 01010010 01010011 01010100 01010101 01010110 01010111,Symbolic Mathematical,Cryptographic Encoding,83,"'Each uppercase letter A-Z is converted to its correct 8-bit ASCII binary.', 'Binary codes are ordered sequentially from A (01000001) to Z (01011010).', 'Proper spacing between each binary number to distinguish characters.', 'All 26 letters are included without omission or duplication.'"
"Visualize the message 'ASTRONOMY' encoded in Unicode characters, with each letter separated by a space.",A: 65  S: 83  T: 84  R: 82  O: 79  N: 78  O: 79  M: 77  Y: 89,Symbolic Mathematical,Cryptographic Encoding,84,"'Each letter A, S, T, R, O, N, O, M, Y is paired with its Unicode code point (65, 83, 84, 82, 79, 78, 79, 77, 89).', 'Code points are ordered to match the sequence A-S-T-R-O-N-O-M-Y.', 'Clear visual separation between letters and their code points (e.g., A: 65).', 'Accurate numerical values as per Unicode standards.'"
Show the hexadecimal representation of the phrase 'ENLIGHTENED MINDS' using UTF-16 encoding.,E: 45  N: 4E  L: 4C  I: 49  G: 47  H: 48  T: 54  E: 45  N: 4E  E: 45  D: 44  20: 20  M: 4D  I: 49  N: 4E  D: 44  S: 53,Symbolic Mathematical,Cryptographic Encoding,85,"'Accurate UTF-16 hexadecimal codes for all characters (including letters and spaces)', 'Correct representation of space character as 0020 (or simplified 20 if specified)', 'Proper separation between character representations', 'Consistent use of 4-digit hexadecimal notation (or 2-digit if simplified)', 'Verification of endianness consistency if applicable'"
Depict a ROT13 cipher where the word 'EVOLUTION' is encrypted.,RIBHYBFGA,Symbolic Mathematical,Cryptographic Encoding,86,"'Correct circular letter shifting (E→R, V→I, O→B, L→Y, U→H, T→B, I→F, O→G, N→A)', 'Accurate maintenance of character case (all uppercase)', 'No extraneous symbols or spacing', 'Proper handling of alphabet wrap-around (Z→M conversion logic)', 'Clear visual distinction between plaintext and ciphertext'"
Visualize the binary representation of the phrase 'LABYRINTH PATH' using ASCII encoding.,L: 01001100  A: 01000001  B: 01000010  Y: 01011001  R: 01010010  I: 01001001  N: 01001110  T: 01010100  20: 00100000  P: 01010000  A: 01000001  T: 01010100  H: 01001000,Symbolic Mathematical,Cryptographic Encoding,87,"'8-bit binary accuracy for each ASCII character', 'Correct space representation (00100000)', 'Proper grouping and spacing between binary sequences', 'Consistent ordering of bits (MSB to LSB)', 'Verification of parity bits if specified'"
Show the ASCII art representation of the phrase 'QUIESCENCE DUSK' using a custom encoding scheme.,Q: %  U: %  I: %  E: %  S: %  C: %  E: %  N: %  C: %  E: %  20:  |  D: %  U: %  S: %  K: %,Symbolic Mathematical,Cryptographic Encoding,88,"'Consistent application of custom symbols (% for letters, | for spaces)', 'Proper spatial arrangement maintaining word boundaries', 'Visual distinctiveness between character types', 'Readability of final composition', 'Adherence to specified symbolic mapping'"
Depict a Caesar cipher where the word 'EXPLORATION' is encrypted with a shift of 5.,JCSQTTJYTS,Symbolic Mathematical,Cryptographic Encoding,89,"'Accurate letter shifting with wrap-around (E→J, X→C, P→S, etc.)', 'Consistent application of shift value (5 positions)', 'Proper handling of uppercase characters', 'Correct alphabet cycle management (Z→E conversion)', 'Clear visual representation of encryption process'"
Visualize the message 'ENIGMA' encoded in Base64.,RW5pZ21h,Symbolic Mathematical,Cryptographic Encoding,90,"'The image clearly displays the Base64 encoded string RW5pZ21h.', 'Each character in ENIGMA is accurately translated into its corresponding Base64 representation.', 'The encoded string adheres to Base64 formatting standards, including appropriate padding if necessary.'"
Show the binary representation of the word 'LABYRINTH' using UTF-8 encoding.,L: 01001100  A: 01000001  B: 01000010  Y: 01011001  R: 01010010  I: 01001001  N: 01001110  T: 01010100  H: 01001000,Symbolic Mathematical,Cryptographic Encoding,91,"'Each character in LABYRINTH is displayed with its correct UTF-8 binary representation as specified (e.g., L: 01001100, A: 01000001, etc.).', 'Binary values are clearly labeled and correspond to the correct letters.', 'The binary digits are grouped in 8-bit sequences for each character, properly spaced and formatted.'"
Depict a Vigenère cipher encryption of the word 'MYSTERY' using the key 'CLUE'.,CUNQAZS,Symbolic Mathematical,Cryptographic Encoding,92,"'The image accurately displays the encrypted text CUNQAZS as the result of the Vigenère cipher process.', 'Each character in MYSTERY is correctly shifted according to the corresponding key letter from CLUE in the Vigenère tableau.', 'The encryption process correctly applies the keyword repetition (CLUECL) to match the length of MYSTERY.'"
Visualize the message 'EXAMPLE' encoded in ROT13.,Rknzcyr,Symbolic Mathematical,Cryptographic Encoding,93,"'The image correctly displays the ROT13 encoded message as Rknzcyr.', 'Each letter in EXAMPLE is shifted 13 positions forward in the alphabet, wrapping around as necessary.', 'The encoded result maintains consistent letter case (e.g., uppercase remains uppercase if applicable).'"
Show the binary representation of the word 'GADGET' using Unicode encoding.,G: 01000111 A: 01000001 D: 01000100 G: 01000111 E: 01000101 T: 01010100,Symbolic Mathematical,Cryptographic Encoding,94,"'Correct binary representation for each character (G, A, D, G, E, T)', 'Proper formatting with colons separating letters and their binary equivalents', 'Accurate 8-bit binary sequences for Unicode encoding', 'Correct character order matching GADGET', 'Uppercase letter labels corresponding to binary values'"
Depict a Caesar cipher where the word 'PRACTICE' is encrypted with a shift of 2.,An image of 'RTCVUEKG',Symbolic Mathematical,Cryptographic Encoding,95,"'Correct application of +2 alphabetic shift', 'Accurate transformation of all letters (P→R, R→T, A→C, C→V, T→U, I→E, C→K, E→G)', 'Handling of letter wrapping at Z (no wrapping required in this case)', 'Clear display of encrypted text RTCVUEKG', 'Absence of original plaintext in the image'"
Render the message '753' in hexadecimal notation.,37 35 33,Symbolic Mathematical,Cryptographic Encoding,96,"'Correct hex conversion for ASCII characters (7→37, 5→35, 3→33)', 'Proper spacing between hexadecimal values', 'Use of lowercase/uppercase consistent with hex standards (typically uppercase)', 'No additional formatting characters beyond spaces', 'Accurate sequence matching original number order'"
Show the binary representation of the word 'VELOCITY' using UTF-8 encoding.,V: 01010110 E: 01000101 L: 01001100 O: 01001111 C: 01000011 I: 01001001 T: 01010100 Y: 01011001,Symbolic Mathematical,Cryptographic Encoding,97,"'8-bit binary representations for each character', 'Correct UTF-8 encoding (same as ASCII for these characters)', 'Proper label formatting with letter:binary pairs', 'Accurate sequence matching VELOCITY spelling', 'Consistent spacing and separation between characters'"
Visualize the word 'BROWNIER' encrypted using the ROT13 cipher.,An image of 'OEBJAVRE',Symbolic Mathematical,Cryptographic Encoding,98,"'Correct display of the encrypted text OEBJAVRE (not the original BROWNIER)', 'Accurate application of ROT13 (each letter shifted exactly 13 positions in the alphabet)', 'Legible and unambiguous rendering of letters (e.g., no overlapping or distorted characters)'"
Show the binary representation of the word 'SYMPHONY' using UTF-8 encoding.,S: 01010011  Y: 01011001  M: 01001101  P: 01010000  H: 01001000  O: 01001111  N: 01001110  Y: 01011001,Symbolic Mathematical,Cryptographic Encoding,99,"'Each character in SYMPHONY is displayed with its correct UTF-8 binary representation as specified (e.g., S: 01010011, Y: 01011001, etc.).', 'Binary values are clearly labeled and correspond to the correct letters.', 'The binary digits are grouped in 8-bit sequences for each character, properly spaced and formatted.'"
Show the ASCII art representation of the word 'GADGETS' using a simple substitution cipher.,An image of 'TNEQGRF FKE',Symbolic Mathematical,Cryptographic Encoding,100,"'Accurate substitution cipher output (e.g., GADGETS → TNEQGRF FKE using a defined substitution rule, such as ROT13)', 'Consistent application of the cipher across all letters (no partial/mixed substitutions)', 'Readable ASCII art with distinct characters and spacing to avoid misinterpretation'"
